id_projeto,nome,descricao,tipo_projeto,uf,situacao,data_de_inicio_prevista,data_de_fim_prevista,fontes_de_recurso,objetivo_do_projeto,funcao_social
53527.53-19,CONSTRUÇÃO DE UNIDADE DE ATENÇÃO ESPECIALIZADA EM SAÚDE,CONSTRUÇÃO DE UNIDADE DE ATENÇÃO ESPECIALIZADA EM SAÚDE,Saúde,DF,Cadastrada,2024-05-06,2024-05-06,"{'origem': 'Federal', 'valorInvestimentoPrevisto': 2493000.0}",CONSTRUÇÃO DE UNIDADE DE ATENÇÃO ESPECIALIZADA EM SAÚDE,CONSTRUÇÃO DE UNIDADE DE ATENÇÃO ESPECIALIZADA EM SAÚDE
53540.53-69,CONSTRUÇÃO DE UNIDADE BÁSICA DE SAÚDE,CONSTRUÇÃO DE UNIDADE BÁSICA DE SAÚDE,Saúde,DF,Cadastrada,2024-04-25,2024-05-07,"{'origem': 'Federal', 'valorInvestimentoPrevisto': 4945820.0}",CONSTRUÇÃO DE UNIDADE BÁSICA DE SAÚDE,CONSTRUÇÃO DE UNIDADE BÁSICA DE SAÚDE
16449.53-65,REFORMA CENTRO EDUCACIONAL OSÓRIO BACHIN,020-Reformar escola ou creche,Educação,DF,Cadastrada,2022-12-23,2025-12-23,"{'origem': 'Federal', 'valorInvestimentoPrevisto': 7710263.3}",020-Reformar escola ou creche,"Alunos. - redução das desigualdades educacionais regionais;
- demandas por infraestrutura e manutenção, por meio da aquisição de serviços, equipamentos, mobiliários e outros. - modernização do Estado e da gestão pública federal;
- transparência da ação estatal;
- melhoria da estrutura física e administrativa das unidades básicas de ensino;
- ampliação da qualidade física dos ambientes voltados à educação básica"
50994.53-46,Novo PAC - Espaços Esportivos Comunitários no Distrito Federal.,"Construção do Espaço Esportivo Comunitário, em Brasília/DF (Novo PAC)",Esporte,DF,Cadastrada,2024-12-30,2027-12-30,"{'origem': 'Federal', 'valorInvestimentoPrevisto': 1462500.0}","Construção do Espaço Esportivo Comunitário, em Brasília/DF (Novo PAC)","O Público alvo a ser atingido será diretamente jovens, crianças, adultos, idosos e pessoas com deficiência do Distrito Federal.. O acesso ao esporte e lazer no Distrito Federal.. Espera-se com essa proposta proporcionar uma boa estrutura de espaço esportivo como alternativa para os que desejam levar uma vida saudável, bem como incentivar a prática de atividade física para população do Distrito Federal."
4173.53-67,202111000170 Adequação / Depósito de Móveis / PMB,Adequação / Depósito de Móveis / PMB,Administrativo,DF,Inativada,2021-12-17,2022-04-29,"{'origem': 'Federal', 'valorInvestimentoPrevisto': 309500.0}",Readequação do depósito de móveis da PMB para melhorar as condições de armazenamento de material.,Readequação do depósito de móveis da PMB para melhorar as condições de armazenamento de material.
6015.53-53,00 00692/2020,"prestaÃ§Ã£o dos serviÃ§os de gerenciamento dos empreendimentos de construÃ§Ã£o, sob a jurisdiÃ§Ã£o do dnit, para toda a malha rodoviÃ¡ria federal da regiÃ£o norte",Rodovia,DF,Cadastrada,2021-01-18,2024-01-02,"{'origem': 'Federal', 'valorInvestimentoPrevisto': 20372397.28}",Gerenciamento de 0 km.,"Preservar vidas e promover o desenvolvimento sustentÃ¡vel do paÃ­s priorizando a seguranÃ§a, as boas condiÃ§Ãµes de trafegabilidade e a otimizaÃ§Ã£o da logÃ­stica dos transportes, elevando assim o nÃ­vel de serviÃ§o das vias."
42908.53-64,pavimentação parcial da DF 415,Pavimentação de um trecho da via DF-415,Infraestrutura Urbana e Mobilidade,DF,Cadastrada,2024-08-28,2028-08-28,"{'origem': 'Federal', 'valorInvestimentoPrevisto': 6375000.0}",Pavimentação de um trecho da via DF-415,"Pequenos, médios e grandes agricultores, bem como integrantes da Agricultura Familiar da Região Administrativa de Brazlândia/DF - RA IV do Distrito Federal.. A pavimentação de um trecho da via DF-415, entre BR-020 e a Escola Classe Bucanhão , é essencial para o escoamento de produção em Brazlândia/DF, melhorando a logística e o transporte de produtos agrícolas, promovendo o desenvolvimento econômico regional.. Os resultados esperados abrangem um substancial aumento no escoamento da produção rural, beneficiando não apenas os produtores locais, mas também aqueles que passarão a utilizar a via pavimentada. A melhoria na infraestrutura viária visa criar um ambiente propício para a logística eficiente do setor agrícola, atendendo às demandas dos produtores da região e facilitando o acesso de outros a essa área produtiva."
28349.53-45,Construção de Unidade de Atenção Especializada em Saúde - Hospital Regional de São Sebastião ,CONSTRUÇÃO DE UNIDADE DE ATENÇÃO ESPECIALIZADA EM SAÚDE,Saúde,DF,Cadastrada,2023-12-22,2029-12-22,"{'origem': 'Federal', 'valorInvestimentoPrevisto': 156655982.24}",CONSTRUÇÃO DE UNIDADE DE ATENÇÃO ESPECIALIZADA EM SAÚDE,"A Região de Saúde Leste compreende as regiões administrativas (RAs) de Itapoã, Paranoá, Jardim Botânico e São Sebastião, sendo a população total de 313.565 pessoas conforme dados de projeção da CODEPLAN para 2020, utilizando como fonte o IBGE. São distribuídos em Itapoã e Paranoá 139.437 habitantes, enquanto no Jardim Botânico e São Sebastião possui 174.126 habitantes, com maior concentração populacional em São Sebastião.. A construção do Hospital visa atender à crescente demanda por atendimentos médicos, notadamente no que se refere aos atendimentos de urgência e emergência, portanto, o Hospital visa oferecer estrutura e serviços assistenciais de melhor qualidade aos usuários do SUS.. Com a construção do Hospital, será possível oferecer estrutura e serviços assistenciais de melhor qualidade aos usuários do SUS, principalmente à população residente e referenciada na Região de Saúde Leste."
46888.53-20,CONSTRUÇÃO DE UNIDADE BÁSICA DE SAÚDE,CONSTRUÇÃO DE UNIDADE BÁSICA DE SAÚDE,Saúde,DF,Cadastrada,2020-08-03,2020-09-04,"{'origem': 'Federal', 'valorInvestimentoPrevisto': 1383000.0}",CONSTRUÇÃO DE UNIDADE BÁSICA DE SAÚDE,CONSTRUÇÃO DE UNIDADE BÁSICA DE SAÚDE
28254.53-62,Reforma da Residência Oficial da Granja _ Piso,"Trata-se da realização de serviços comuns de engenharia para revitalização da infraestrutura da Residência Oficial da Granja do Torto, que abrange a demolição de piso existente, instalação de novo piso e a impermeabilização da laje da casa e do recanto dos jabutis.",Administrativo,DF,Cadastrada,2023-11-25,2024-05-23,"{'origem': 'Federal', 'valorInvestimentoPrevisto': 156154.77}","Contratação de serviços de remoção e substituição de piso com a aplicação de piso vinílico.

",Preservação de Patrimônio Público
61038.53-03,CONSTRUÇÃO DE UNIDADE BÁSICA DE SAÚDE,CONSTRUÇÃO DE UNIDADE BÁSICA DE SAÚDE,Saúde,DF,Cadastrada,2018-03-26,2022-07-14,"{'origem': 'Federal', 'valorInvestimentoPrevisto': 725000.0}",CONSTRUÇÃO DE UNIDADE BÁSICA DE SAÚDE,CONSTRUÇÃO DE UNIDADE BÁSICA DE SAÚDE
61039.53-50,CONSTRUÇÃO DE UNIDADE BÁSICA DE SAÚDE,CONSTRUÇÃO DE UNIDADE BÁSICA DE SAÚDE,Saúde,DF,Cadastrada,2018-03-26,2022-03-09,"{'origem': 'Federal', 'valorInvestimentoPrevisto': 725000.0}",CONSTRUÇÃO DE UNIDADE BÁSICA DE SAÚDE,CONSTRUÇÃO DE UNIDADE BÁSICA DE SAÚDE
61040.53-20,CONSTRUÇÃO DE UNIDADE BÁSICA DE SAÚDE,CONSTRUÇÃO DE UNIDADE BÁSICA DE SAÚDE,Saúde,DF,Cadastrada,2018-03-27,2022-12-26,"{'origem': 'Federal', 'valorInvestimentoPrevisto': 1011000.0}",CONSTRUÇÃO DE UNIDADE BÁSICA DE SAÚDE,CONSTRUÇÃO DE UNIDADE BÁSICA DE SAÚDE
32085.53-60,Projetos e laudos Proclima,Projetos e laudos Proclima,Administrativo,DF,Cadastrada,2023-12-01,2024-09-08,"{'origem': 'Federal', 'valorInvestimentoPrevisto': 416581.66}",Execução de todos os projetos para melhoria do prédio,Proclima
2745.53-81,Ampliação e Modernização do Batalhão Escola e Pronto Empego,"Construção de edificações imprescindíveis para a Força Nacional, tais como prédio administrativo, canil, nova guarda, complexo esportivo, complexo de treinamento operacional, estacionamento de ônibus, depósitos de suprimentos e material controlado, oficina de veículos e reforma de prédio de comandantes.",Segurança Pública,DF,Inativada,2021-09-30,2022-12-30,"{'origem': 'Federal', 'valorInvestimentoPrevisto': 35000000.0}","Construção de edificações imprescindíveis para a Força Nacional, tais como prédio administrativo, canil, nova guarda, complexo esportivo, complexo de treinamento operacional, estacionamento de ônibus, depósitos de suprimentos e material controlado, oficina de veículos e reforma de prédio de comandantes.","Segurança Pública - treinamento e capacitação de profissionais de segurança pública, logística da Força Nacional."
30067.53-80,Implantação de redes de abastecimento de água e de coleta de esgostos na região do Setor Habitaciona Nova Colina,Implantação de redes de abastecimento de água e de coleta de esgotos na região do Setor Habitacional Nova Colina,Infraestrutura Urbana e Mobilidade,DF,Cadastrada,2024-02-01,2026-01-31,"{'origem': 'Federal', 'valorInvestimentoPrevisto': 15605552.67}",Implantação de redes de abastecimento de água e de coleta de esgotos na região do Setor Habitacional Nova Colina,"A área beneficiada será a região no entorno do Setor Habitacional Nova Colina, que se encontra a Leste da cidade de Sobradinho. A população da área é basicamente de baixa renda, assentada em lotes com tamanhos de 90 a 150 m2. Prevê-se um acréscimo de população atendida de até 7.400 habitantes.. A região conhecida como Nova Colina é formada por diversos parcelamentos residenciais ainda em processo de regularização. Como os parcelamentos tiveram redes de abastecimento de água construídos pela comunidade em diversas épocas, as redes existentes apresentam estrutura heterogênea, diversas lacunas e problemas de confiabilidade e perdas, necessitando de uma reestruturação. A rede existente também não atinge todas as zonas ocupadas, exigindo complementação de trechos para melhor atendimento.. Aumento de até 2234 novas ligações para abastecimento de água e melhoria da confiabilidade de atendimento. Aumento de 94 novas ligações de esgotos."
30196.53-93,Laboratórios de aquicultura e berçários ,Construção de laboratórios de aquicultura e berçários para alevinagem na Granja Modelo do Ipê.,Agricultura e Organização Agrária,DF,Cadastrada,2023-11-29,2027-11-29,"{'origem': 'Federal', 'valorInvestimentoPrevisto': 2453086.89}",Construção de laboratórios de aquicultura e berçários para alevinagem na Granja Modelo do Ipê.,"Agricultores familiares e pequenos e médios aquicultores do Distrito Federal e Região Integrada de Desenvolvimento Econômico – RIDE/DF. De acordo com a EMATER-DF, em 2022 haviam 782 piscicultores no DF, a maior parte da agricultura familiar, sendo este número 25% superior ao auferido em 2021, demonstrando crescimento da atividade a nível local.. A falta de acesso ao conhecimento e às tecnologias para aumento da produtividade são grandes problemas a serem enfrentados para o desenvolvimento da cadeia aquícola no DF.ecialmente para os pequenos produtores rurais, fomentando a inclusão social e o desenvolvimento da área rural da capital federal.. Implantação dos laboratórios de reprodução de tilápias e de peixes nativos na Granja Modelo do Ipê.
Oferta de treinamentos e serviços em aquicultura aos produtores rurais, técnicos e estudantes da RIDE/DF.
Condução de projetos de pesquisa para validação e transferência de tecnologias os aquicultores.
Produção, reprodução e melhoramento de peixes visando a formação e distribuição de matrizes e alevinos e repovoamento de bacias hidrográficas.
Aumento da produção regional de pescado."
40456.53-49,Teste_release,11111,Aviação Civil,DF,Em execução,2024-07-01,2024-07-04,"{'origem': 'Federal', 'valorInvestimentoPrevisto': 0.01}",1111,1111
30929.53-97,"CONTRATAÇÃO PARA IMPLANTAÇÃO DAS USINAS FOTOVOLTAICAS PARA MINIGERAÇÃO DISTRIBUÍDA NO SISTEMA ON-GRID, PARA AS UNIDADES, COMPREENDENDO O FORNECIMENTO, MONTAGEM, COMISSIONAMENTO, ATIVAÇÃO DE TODOS OS E","Contratação de empresa especializada na (i) elaboração de projetos elétricos e mecânicos para a instalação e operação do sistema fotovoltaico junto à rede elétrica da Concessionária de Energia local; (ii) Obtenção de Licenças e/ou permissões especiais, junto aos órgãos competentes (ANEEL, CREA), que se façam necessárias para a aprovação, instalação e operação da planta fotovoltaica em paralelismo com a rede elétrica da concessionária local; (iii) Fornecimento e instalação dos equipamentos e acessórios para perfeita operação e monitoramento do sistema fotovoltaico; (iv) Montagem das estruturas de fixação e suporte dos painéis fotovoltaicos; Confecção de Quadros Elétricos CC (corrente contínua); (v) Confecção do aterramento necessário dos equipamentos que irão compor a usina fotovoltaica, tais como, estruturas metálicas, painéis fotovoltaicos e inversores;",Educação,DF,Cadastrada,2024-01-10,2025-01-10,"{'origem': 'Federal', 'valorInvestimentoPrevisto': 2371892.6}","Elaboração e execução de projetos de usinas fotovoltaica a serem instaladas nas coberturas de edifícios da Universidade de Brasília e conectadas (on-grid) diretamente à rede de distribuição onde está localizada. A potência total dos sistemas fotovoltaicos a serem instalados é de 749,65 kWp.","Destaca-se que esta iniciativa é alinhada com estratégias de eficiência energética definidas pelos Poderes Executivo e Legislativo e visa à redução de impactos ambientais, sociais e econômicos, resultantes da operação das edificações, através da utilização de fontes de energia renováveis.

Identificam-se iniciativas na esfera federal e distrital para fomentar sua adoção:

a) Na esfera federal, a Política Nacional de Energia Solar Fotovoltaica - PRONASOLAR, apresentando diretrizes, princípios e metas para a exploração da energia solar fotovoltaica com o objetivo de contribuir, entre outros, para:

I) A ampliação da sustentabilidade socioambiental, a proteção do meio ambiente, a promoção da conservação de energia elétrica e a redução das emissões de gases de efeito estufa na geração de energia elétrica, proporcionando melhoria da qualidade de vida da sociedade brasileira, em alinhamento aos compromissos do Brasil no âmbito do Acordo de Paris sob a Convenção-Quadro das Nações Unidas sobre a Mudança do Clima;

II) O aumento da segurança de suprimento e a diversificação renovável da matriz elétrica brasileira, por meio do aproveitamento do vasto recurso solar brasileiro.

Essas estratégias visam a fomentar a geração de energia solar fotovoltaica como ferramenta de: i) geração de energia elétrica renovável e sustentável; ii) redução de gastos com energia elétrica pela população, empresas e poder público; iii) racionalização de investimentos em infraestrutura de transmissão e distribuição; iv) redução de perdas elétricas e aumento da eficiência e eficácia do Sistema Interligado Nacional; v) geração de empregos locais e de qualidade; vi) redução de emissões de gases de efeito estufa; e vii)otimização da gestão da complementariedade energética entre as diversas fontes renováveis pela utilização racional dos reservatórios de recursos hídricos de usos múltiplos."
33142.53-09,ESTRUTURAÇÃO DA REDE DE SERVIÇOS DO SISTEMA ÚNICO DE ASSISTÊNCIA SOCIAL - SUAS - REFORMA DE CENTRO DE REFERENCIA DE ASSISTENCIA SOCIAL  CRAS PLANALTINA DF,"ESTRUTURAÇÃO DA REDE DE SERVIÇOS DO SISTEMA ÚNICO DE ASSISTÊNCIA 
SOCIAL - SUAS - REFORMA DE CENTRO DE REFERENCIA DE ASSISTENCIA SOCIAL 
– CRAS",Desenvolvimento,DF,Cadastrada,2023-12-30,2026-09-30,"{'origem': 'Federal', 'valorInvestimentoPrevisto': 1050500.0}","ESTRUTURAÇÃO DA REDE DE SERVIÇOS DO SISTEMA ÚNICO DE ASSISTÊNCIA 
SOCIAL - SUAS - REFORMA DE CENTRO DE REFERENCIA DE ASSISTENCIA SOCIAL 
– CRAS","Usuários do sistema da assistência social de forma regionalizada.. Manutenir o CRAS Planaltina DF seguindo os padrões de qualidade e as normas legais vigentes, bem como a intervenção imediata, em razão da necessidade de revisão dos sistemas de energia elétrica, água, sistema de ar condicionado, prevenção a incêndio, as adaptações que versam sobre acessibilidade, além de outros inúmeros problemas passíveis de solução por meio de manutenção predial preventiva e corretiva para que os trabalhadores e usuários tenham segurança e autonomia nas edificações públicas.. Adequar a edificação do Centros de Referência de Assistência Social de Planaltina DF aos novos usos, promovendo  a modernização das instalações com o intuito de prover a manutenção do patrimônio público de forma a garantir a qualidade na prestação do serviço ofertado à população usuária."
